.\nets\MobileNetV2\
Images: 3999
Arousal average RMSE: 0.30326436
Valence average RMSE: 0.37885539
Average total RMSE: 0.34105987

GT_aro	GT_val	pred_aro	pred_val
-0.14285700	0.36778900	0.10928709	-0.27351218
-0.07259000	0.16666700	0.54544544	-0.17018782
0.02380950	-0.16437500	0.68918377	-0.55022103
0.10646500	0.91269800	0.04794865	0.78648299
0.69570500	0.23809500	-0.02318540	-0.07188091
0.10783300	0.82539700	0.00005967	0.42750970
0.29365100	-0.56349200	-0.04738057	-0.07256749
-0.00862664	0.54761900	0.12274549	-0.08937339
0.08605850	-0.15873000	0.34654257	-0.04515947
-0.38714700	-0.10162600	0.23193550	0.21539406
0.11130500	0.15079400	0.30779973	-0.50549716
-0.04355400	0.35714300	0.15106224	0.54542583
-0.18436600	-0.79697100	0.02008113	-0.33374545
0.15446100	-0.61111100	0.20121226	-0.26158664
-0.11111100	-0.85714300	0.02210354	-0.04412245
0.71428600	-0.94417100	0.17133696	-0.38963512
0.06124640	-0.84204400	-0.07827526	-0.28170145
0.34127000	-0.73557900	-0.23000413	-0.53001916
-0.06321110	-0.65079400	-0.27478272	-0.62777859
0.10319100	-0.17905500	0.31984597	0.16706565
0.14749300	0.51587300	0.13429455	-0.59887105
-0.05185380	0.76557900	-0.01477803	0.61123079
-0.00793651	-0.70170300	0.21838766	0.56336606
0.13492100	-0.03019320	0.60960579	-0.37683475
-0.04355400	-0.14234000	-0.10731588	-0.65518242
0.66782800	-0.11130500	0.24784893	-0.05544905
0.00793651	0.52380900	0.68110871	0.18960065
-0.28571400	0.22260900	0.61481136	-0.37053692
0.67266700	0.57142900	0.08281943	0.67017496
0.01587300	-0.44774500	-0.06642264	0.37870902
-0.14550300	-0.23809500	-0.17490879	-0.41527942
-0.00793651	-0.67460300	-0.13256598	-0.45649648
0.06349210	-0.29519900	-0.00354592	0.45356804
-0.10008400	0.13169000	0.00695968	0.06633139
-0.11111100	0.90011600	-0.02927966	0.64615375
-0.15001900	-0.71112500	-0.21057051	-0.71044719
-0.16842700	-0.72106100	0.02297265	-0.01314821
-0.11904800	0.39198600	0.53507936	0.24808291
0.01587300	-0.59955100	-0.06092787	0.51239669
0.13066200	-0.68254000	0.49858347	-0.22174010
0.42140700	-0.76945400	0.39179492	-0.64393204
-0.01587300	0.49845100	0.07846598	0.58630615
0.00000000	-0.04482960	-0.15000930	-0.46427789
-0.05977290	-0.59772900	-0.03371148	-0.10641681
0.06349210	-0.67460300	-0.17572743	-0.43515563
-0.16666700	-0.00431332	0.02715175	-0.57406068
0.01587300	0.53968300	-0.04511392	0.51634455
0.14222500	-0.04355400	0.11629796	0.21377969
-0.06349210	0.77429300	-0.00565950	0.64473820
0.11139000	-0.05033730	0.25207078	-0.46389264
0.18389500	0.51587300	-0.04391789	0.61026233
-0.34920600	-0.09678670	0.26125398	-0.44167557
0.18159800	-0.44967800	0.06958342	-0.27024546
0.00000000	-0.05323270	0.58442199	-0.55178225
0.38852400	0.01725330	-0.01905967	0.52323747
-0.20325200	-0.83333300	0.19532971	-0.26958606
0.44988900	-0.36295000	-0.09993393	-0.39667213
-0.08626640	-0.60712100	-0.01055350	0.45001802
-0.07742930	-0.46941500	0.03593961	-0.19590497
-0.25864500	-0.03968250	-0.03828305	-0.62505138
0.60007700	0.00967867	-0.08007525	-0.08522033
0.18759000	-0.19884300	-0.09660898	-0.30385727
0.02380950	-0.54894200	-0.06545287	-0.34620425
0.18579700	-0.50000000	0.31599453	-0.52108061
0.81746000	-0.13888900	-0.23316944	-0.54419506
-0.07332640	-0.32423500	0.69814509	-0.05175930
0.19139500	-0.89161200	-0.08200847	-0.96986067
0.13492100	0.78881100	0.01028242	0.72930938
0.89682500	-0.09678670	-0.11139280	-0.19348049
0.34920600	0.84920600	0.36814347	0.57860231
0.63784700	-0.87301600	0.08109667	-0.55626053
-0.10008400	0.20016900	-0.01349754	0.07287215
0.17316000	0.50568900	-0.03277649	0.73729026
0.18254000	-0.22123900	-0.06372891	-0.73862857
0.80195300	0.00431332	-0.07658000	-0.29043359
-0.24196700	0.82553100	-0.03605144	0.45023060
0.51587300	-0.11614400	0.73874921	-0.24846946
0.00793651	-0.68139100	0.11091048	-0.38419923
-0.18389500	-0.05807200	0.60788196	-0.27657077
0.11061900	-0.07936510	0.08634728	0.04624362
0.15096600	-0.30623200	0.00166241	-0.06975853
-0.12098300	-0.72590000	-0.04613800	0.12127074
0.72590000	-0.60007700	-0.26231980	-0.73684359
0.35365600	-0.03387530	-0.10304543	-0.47325057
0.19841300	-0.08730160	-0.09920482	-0.20690785
0.00000000	-0.06265660	0.70240891	0.04049428
0.00000000	-0.15969800	0.01024698	0.54000098
0.44728900	-0.16821900	0.36684594	-0.16922620
0.07936510	-0.90495600	0.23673470	-0.52686292
0.88495600	-0.45005800	-0.04771784	0.54963297
0.48393300	-0.10162600	0.05153367	0.07677213
-0.12698400	0.00793651	-0.08333690	-0.29187050
-0.39682500	-0.07259000	0.44922698	-0.21326926
-0.29940100	0.71198900	0.26004535	0.50139666
0.09678670	-0.64935100	-0.02481435	-0.11573129
-0.03968250	-0.79697100	0.06269004	-0.62667930
-0.12098300	0.22148400	-0.15460050	-0.25968400
-0.07936510	-0.07142860	-0.14628981	-0.03264771
0.04678730	-0.80158700	-0.00682912	0.33300889
0.28571400	0.09920630	0.35042515	-0.23340213
0.17383100	-0.12698400	0.56694227	-0.04606564
0.13227500	-0.75493600	0.29967594	-0.60030085
0.28439200	-0.54783000	0.44582090	-0.46899578
0.00793651	-0.47818300	0.08875044	-0.47693819
0.25396800	-0.17460300	-0.30507350	-0.78769404
0.09194730	-0.06775070	0.24870721	0.60861146
-0.36910000	-0.67460300	-0.13864374	-0.20046553
-0.26190500	-0.61459500	0.03990968	0.43301547
-0.30158700	-0.71622100	0.28542224	-0.17975648
0.34369400	-0.15096600	0.18029547	-0.13058154
0.19723900	-0.24603200	-0.08839671	-0.52109778
0.81689600	-0.77718900	-0.09126624	0.22434904
0.09194730	-0.53174600	-0.02958497	0.25044957
-0.00431332	0.44037900	0.26275510	-0.06022774
0.16420400	0.84920600	0.09495347	0.67145544
0.73557900	-0.42586100	-0.30051908	-0.33506748
-0.01935730	-0.64363100	-0.18271495	-0.45558989
0.04482960	0.89572800	0.10389626	0.66222274
-0.26338000	0.14546000	0.00159793	-0.33833662
0.02380950	0.09194730	0.05068544	-0.39586177
0.07763980	-0.62698400	-0.31317711	-0.93012756
0.13695700	-0.60317500	-0.05638336	-0.22348042
0.01587300	-0.11904800	-0.02503711	-0.36782715
0.50613100	-0.00370865	-0.10838371	-0.06681940
-0.04761900	-0.47320200	0.30240515	-0.36901608
0.38242200	0.01587300	-0.06972859	-0.17908299
0.38610000	-0.29385200	-0.18394876	-0.25739980
-0.38714700	-0.00793651	0.10900893	-0.23624653
0.65873000	0.36361800	-0.02285966	-0.11869457
0.00000000	-0.45327800	0.04154554	0.66624874
0.00793651	-0.30487800	0.03209031	-0.16409233
-0.10783300	-0.78881100	0.00552385	-0.17499542
-0.04839330	-0.11954600	-0.04362689	-0.02123329
-0.09481670	-0.64847100	0.08357674	0.34071049
-0.00967867	-0.86507900	-0.21608190	-0.64596587
0.23809500	-0.23228800	-0.05943127	0.33790106
-0.06349210	-0.71428600	0.54741186	-0.57436711
0.20634900	0.11904800	0.30331418	-0.22619759
0.16666700	0.36361800	-0.03644359	0.08447374
0.12458500	-0.46457600	-0.04752919	-0.10589327
0.41269800	-0.41618300	0.03080107	0.02141864
-0.08730160	0.76210400	0.15872690	0.68576330
0.11130500	0.32907500	0.34483248	-0.29471585
0.15873000	-0.08710800	0.17998347	-0.46196741
-0.14445100	-0.75977500	0.03643154	-0.78745729
0.20502600	-0.30515400	0.23472616	-0.42094800
-0.36075000	-0.76461500	-0.15459657	-0.35077518
0.19607800	-0.47818300	0.25668740	-0.34719589
0.05807200	-0.81300800	0.21874216	-0.54668427
0.21819000	-0.86507900	0.04287073	-0.44079223
0.14222500	-0.64484100	0.02857779	-0.52821672
-0.23712700	0.50793600	-0.04637183	0.39705962
-0.09523810	0.45005800	-0.03023920	-0.75567555
0.52380900	-0.11130500	0.16914907	0.56055546
0.86140100	-0.86670600	0.37644190	-0.79241216
0.21070400	-0.76461500	0.53850126	-0.14046223
0.22123900	-0.06349210	0.37471348	-0.08600747
0.19047600	-0.38888900	0.43196842	-0.39302912
0.15969800	-0.66666700	0.57440400	0.08332460
0.65131100	-0.96560800	-0.30411646	-1.12857461
0.00862664	0.00793651	-0.04805622	0.28561431
0.07936510	-0.38230700	0.10001853	-0.08029013
-0.01587300	-0.48309200	-0.20113721	-0.64191067
0.22277900	-0.79697100	0.14825444	-0.73656809
-0.21258500	-0.81784700	0.94759250	0.02011874
0.71428600	0.26984100	-0.09231920	-0.16852385
-0.37810000	-0.63395300	0.06250338	0.33518374
0.13695700	-0.30025300	-0.04217964	-0.24384318
0.28571400	-0.40958500	-0.02384916	0.57033080
0.02380950	-0.68254000	-0.02696259	0.23228499
0.35863700	-0.53105800	-0.03196857	0.32200539
-0.07936510	0.62698400	0.02667915	0.59119725
0.07936510	-0.07259000	0.30253106	-0.38282833
0.65814900	0.51095700	0.22658896	0.73187375
0.05807200	-0.92063500	0.19825475	-0.20194423
0.00000000	-0.65814900	0.02570170	-0.00840289
-0.08226870	-0.07763980	-0.19603220	-0.50064152
-0.18254000	0.43070100	0.42402366	0.46021655
-0.03968250	0.41618300	0.13466433	0.70364356
0.07936510	-0.69047600	-0.05406037	0.27846292
0.52622500	-0.13066200	-0.15893137	-0.34079629
-0.18873400	-0.33875300	0.03984546	0.53322339
0.39350500	-0.66137600	-0.05404896	0.00345331
0.06291130	-0.58730200	0.00498377	0.41999689
-0.00862664	0.53968300	0.03183576	0.14702664
0.34843200	-0.54347800	0.01821630	0.58724242
0.11904800	0.00661376	-0.03770616	0.24581617
0.37856100	0.83065400	0.01474558	0.05562876
-0.35714300	0.50568900	0.06445916	0.63265043
0.50465800	-0.60908100	-0.00051113	0.12014540
0.22075100	-0.05607320	0.16841622	0.07144438
0.22541600	0.00793651	-0.10925747	-0.15046424
-0.27310900	-0.70170300	-0.19288227	-0.61666417
0.00000000	-0.32377000	0.14606054	0.05644026
-0.11685700	-0.71428600	0.12788439	-0.64970267
0.18364900	-0.59146300	-0.04199433	0.36485064
0.07742930	-0.77913300	0.19596776	0.73641962
0.61111100	-0.72166000	0.59309202	-0.70629138
0.12315300	-0.63492100	0.00645610	0.57794213
-0.02490540	0.87108000	0.01034311	0.47707322
0.86172500	0.75914400	0.08319829	0.56909770
0.75493600	0.85714300	0.30113462	0.60607529
0.09722580	0.49361200	0.15022528	0.62926197
0.25879900	-0.21428600	0.04681299	0.00373031
0.80952400	-0.37301600	0.56720501	-0.33191547
0.21286700	-0.58428300	0.07685133	0.57693362
-0.36295000	-0.63395300	-0.07081784	0.57062548
0.15276000	-0.40650400	0.32019204	0.24746326
0.43194300	0.53202700	0.12186193	0.57478952
0.11904800	-0.11954600	0.23481089	-0.71732450
0.12115500	-0.11646000	0.13094088	-0.05601832
0.08954910	0.78777800	0.14330007	0.65784055
-0.00483933	-0.66782800	0.05188555	0.56197780
-0.14191100	-0.75493600	-0.05142370	-0.43169704
0.35714300	-0.27871400	0.11275188	-0.59014660
0.00793651	0.25396800	-0.14703709	-0.40376914
-0.38980200	0.06775070	0.26477167	-0.22121757
-0.02156660	-0.07259000	0.21872959	-0.21145263
0.00000000	-0.04761900	-0.13153382	-0.68859094
-0.06291130	-0.53404500	0.03441802	-0.11998585
-0.01992430	-0.06321110	0.39803427	-0.37433729
-0.31746000	-0.72590000	0.09028315	0.58769512
0.24603200	-0.80816900	0.40827969	-0.29521593
0.51020400	-0.18254000	-0.34672302	-0.60603797
-0.03450660	0.02419670	-0.01206700	-0.00585904
0.20672900	-0.73557900	-0.26326448	-0.53972119
0.22744900	-0.02903600	0.61360830	-0.40711388
-0.30158700	-0.74799800	0.01117549	-0.68463910
-0.31939600	-0.13066200	-0.03265797	0.33208147
0.00000000	-0.72166000	-0.12783033	-0.63959950
0.09074410	-0.07142860	-0.03808077	0.11909839
-0.11588700	-0.57588100	0.20858122	-0.36012858
-0.35714300	-0.52059400	-0.07449320	-0.35504094
0.00483933	-0.41817400	0.17197190	-0.16686054
-0.19139500	-0.31746000	-0.08056525	-0.34184226
0.00431332	-0.62111800	-0.14903520	-0.58503789
-0.00382790	0.77433600	-0.06502038	0.57268405
0.00000000	0.14234000	0.44362777	-0.11777716
0.07142860	-0.07742930	0.47073692	-0.08245349
0.49206300	-0.73495600	-0.03017571	0.20739280
0.68150400	-0.06775070	0.23237038	-0.22646584
-0.00793651	-0.96031700	-0.17275456	-0.39449504
0.16937700	-0.69686400	0.18835352	-0.45876113
0.45555200	-0.63492100	0.61214262	-0.60827655
0.08210180	-0.76984100	-0.16169590	-0.47759414
0.07259000	-0.08730160	0.13074251	-0.22128801
-0.06901310	-0.76190500	-0.09488491	-0.19837533
0.09506520	-0.01587300	0.20846897	-0.25469542
-0.06291130	0.19841300	-0.16247119	-0.58821166
0.44858500	-0.07142860	0.11322508	-0.46820533
0.01725330	-0.64817200	-0.13070811	-0.37456319
0.21311000	-0.71273600	0.01123002	0.65056366
0.74603200	-0.13492100	-0.09212273	0.19400916
0.17909800	0.28552100	0.06541192	-0.33624181
0.01451800	0.77913300	-0.03028248	0.59770334
0.13695700	-0.54761900	-0.00665913	0.18299705
-0.12077300	0.45238100	0.14125215	0.62057465
0.19841300	0.00000000	-0.05977820	0.50728315
0.00382790	0.04313320	0.45585984	0.28845483
0.52380900	-0.08226870	0.14790083	-0.60777873
0.11588700	-0.80952400	-0.27425873	-0.78679335
0.79697100	-0.09523810	0.49574363	-0.33012685
0.00793651	-0.12531300	0.69104290	0.18951279
0.02988640	0.02380950	0.45116538	0.23730364
-0.22744900	-0.12416000	0.59719723	-0.11812381
-0.01294000	0.53729500	0.08008572	0.62673169
-0.13802600	-0.88095200	-0.00964721	-0.43779549
-0.16666700	-0.12698400	-0.07516535	-0.37954667
-0.27100300	-0.45169200	0.72141546	-0.49319488
-0.03174600	0.15079400	-0.04952381	0.07523350
0.21428600	-0.61111100	0.09765643	0.42629597
0.43554000	0.77206600	0.07929412	0.72629440
0.07142860	-0.63395300	-0.03280426	0.46911538
0.47183500	-0.92857100	0.36632967	-0.30282512
0.70050500	0.76984100	0.07672568	0.62770575
0.08954910	-0.03387530	-0.00951359	-0.10907023
0.79697100	-0.51305000	-0.02973207	0.14840238
-0.17460300	0.47619000	-0.01523703	0.42287821
-0.03174600	-0.61267200	-0.09366552	0.18907665
0.79199000	-0.62698400	-0.20983717	-0.74465597
0.02156660	-0.11614400	-0.02226009	0.47958919
-0.14970100	-0.89682500	0.07486910	-0.29392731
0.58341200	-0.09460740	0.94146103	-0.50084156
0.34359300	-0.10317500	-0.03150668	0.11004179
0.11061900	0.29036000	-0.04285128	0.26244152
-0.30952400	-0.51780900	0.00485349	0.13769880
-0.11111100	-0.00382790	0.06396271	0.01214310
0.23733000	0.38354300	0.35543185	0.04594305
-0.02156660	0.40476200	0.30384326	0.56940472
0.19019400	-0.10317500	0.47511354	-0.35610101
0.18836600	0.18069700	0.24606645	0.54163003
-0.07332640	-0.64847100	0.01504409	0.50240046
0.69202500	0.40560500	0.00290643	0.15937683
0.42779400	0.26930400	0.13336727	0.54088110
0.15485900	0.53729500	0.20623493	0.59044343
0.00793651	0.75009700	0.10631453	0.68241823
-0.24757700	0.00000000	-0.03525527	-0.11827260
0.00862664	-0.75396800	-0.09283368	-0.16991954
-0.45948200	0.09678670	0.00890740	0.42641294
0.15441300	-0.60817800	0.03821766	0.58174574
0.48880500	-0.24196700	0.24509448	-0.53283352
0.46492000	-0.23809500	0.34684461	-0.19686501
0.07936510	-0.46825400	-0.01396992	0.24615023
-0.00793651	-0.75396800	0.06190846	-0.10841062
0.02296740	-0.66666700	-0.26156083	-0.66338116
0.00793651	-0.00793651	-0.07147449	-0.06433523
-0.04158870	-0.75792400	0.63414913	-0.61158621
0.71428600	0.60863600	0.07837035	0.67558885
-0.01080290	-0.62427400	0.05907258	0.46765947
0.01725330	-0.48614300	-0.28984296	-0.80310398
-0.25448600	0.84688300	0.04932315	0.64805269
0.11111100	0.64699800	0.00518876	0.55312979
0.10008400	0.36295000	0.01237829	-0.02406425
0.04629630	-0.32467500	-0.19623666	-0.66684097
0.75009700	-0.62974500	0.68804711	-0.33274043
0.36507900	0.00793651	-0.13558981	-0.13495354
-0.54761900	0.78397200	0.05720854	0.67039734
0.17383100	0.00000000	-0.24730006	-0.50498855
0.81689600	0.42586100	0.70482451	0.14634223
0.00000000	0.06038650	-0.10581776	-0.02583032
0.07936510	-0.46822100	0.02564476	-0.34708193
0.16666700	-0.36873200	-0.25390738	-0.51634008
-0.24230900	-0.12940000	0.48749459	-0.12018693
-0.46825400	-0.88095200	0.47356921	-0.61422169
0.33373200	-0.56216900	0.36316732	-0.71093965
-0.08710800	-0.15001900	0.14104232	0.56371367
-0.00862664	-0.55555600	0.56078690	-0.50727361
-0.24198400	0.50568900	0.12507434	0.62096035
-0.15802800	-0.67750700	0.09392689	-0.14080201
-0.18436600	-0.60491700	0.08559265	-0.54388851
0.00000000	-0.24196700	-0.06722605	-0.15806079
-0.00779788	0.29365100	0.02096330	0.57221264
0.07763980	-0.42102200	-0.10313993	-0.23374945
0.44444400	-0.67287800	0.59175271	-0.65475792
-0.18389500	-0.40166500	0.13602042	-0.27919179
0.48092100	-0.52748700	-0.13553174	-0.62345213
-0.06349210	0.19841300	0.98256451	0.00145487
0.82752600	-0.81746000	0.05350093	-0.17924802
0.23177400	0.15873000	0.08410961	0.04591177
0.37556700	-0.13492100	0.00099782	-0.31185243
-0.40033700	-0.22222200	0.13865912	-0.05940559
0.67460300	-0.74603200	0.03098562	-0.06916757
-0.25284400	0.74525700	0.50388193	-0.59692848
-0.11614400	0.00648172	0.00436589	-0.17963403
0.10646500	-0.12698400	-0.04729398	0.30463523
0.46457600	-0.62911300	0.26018685	0.39232379
0.80332900	0.13169000	-0.28445610	-0.64062023
-0.01512400	-0.64264600	0.01798135	0.46711946
-0.06469980	0.08195310	-0.06046698	-0.13743891
-0.05555560	-0.14285700	0.00612232	-0.13292056
-0.64285700	-0.27777800	0.24581443	-0.06124144
0.35714300	-0.60769100	0.63866168	-0.49563971
0.00431332	-0.75853300	0.38444278	-0.22307721
0.11904800	0.07142860	0.11214399	-0.12996733
0.10582000	0.57936500	0.02130790	0.63667881
0.26379900	0.03486750	0.35199344	0.21973534
0.04593480	-0.59039900	-0.18727860	-0.37175682
0.41134300	-0.35714300	0.48933053	0.08425135
0.15873000	0.30552000	0.05223867	0.60665756
0.07129890	-0.71220600	-0.11409304	-0.36579919
-0.05807200	-0.10162600	0.06528367	-0.49909055
0.80195300	0.65457000	0.02502476	0.61892688
-0.08428150	-0.26616300	0.09926488	0.03943499
0.47619000	-0.30971700	0.09262996	-0.02912357
-0.13635400	-0.88095200	-0.14679229	-0.54770410
0.05555560	-0.08057810	0.80629396	-0.26724166
0.77208400	-0.36507900	0.14734390	-0.26230025
0.04629630	0.71428600	0.73548537	0.12085930
0.08038580	-0.68150400	0.16339187	-0.46088892
0.08421370	-0.58730200	0.38056195	-0.13622956
-0.13695700	-0.39682500	0.10998590	-0.08050574
0.12642200	-0.34766100	-0.09915771	0.26480424
0.04105090	0.23155100	-0.05649596	-0.10791951
0.18373900	0.01587300	-0.21557756	-0.59847647
-0.38095200	-0.19490100	0.02969882	-0.09170251
0.15959300	-0.09678670	0.10825939	0.65465307
0.00000000	-0.26984100	0.34106469	-0.64139169
0.21385800	-0.62698400	0.11857485	-0.08653395
0.29239800	-0.76853500	-0.01335385	0.03566153
-0.07936510	-0.44444400	-0.08088053	-0.07816368
-0.14970100	0.53916500	0.07774369	0.52926701
-0.00648172	-0.06291130	0.44386357	0.35838339
0.51622400	-0.06775070	0.43883181	-0.08876120
0.77429300	-0.52380900	-0.04245135	0.37357086
-0.17995600	-0.68254000	-0.16856039	-0.31265923
0.00793651	-0.08954910	0.00573715	-0.03449628
0.26984100	0.58072000	0.17331181	0.61309987
0.30158700	-0.75026800	-0.15660664	-0.43429491
0.12698400	-0.67719100	0.00489955	0.29375619
-0.26375800	-0.65438400	0.10963797	-0.48434663
0.07374630	0.75326600	0.20737271	0.74149460
0.01935730	-0.69841300	0.04831225	-0.13611257
0.36507900	-0.05555560	-0.18119982	-0.19741422
-0.33185800	-0.73015900	-0.05799633	-0.22510493
0.11588700	-0.20634900	-0.07341462	-0.31400439
0.26132400	-0.75853300	-0.02909917	0.05226955
-0.12118600	-0.45934800	0.34018359	-0.51396084
-0.23177400	0.74189100	0.08240530	0.57623827
0.59803300	0.23809500	0.70349818	0.03678194
0.00000000	0.00793651	-0.09150372	-0.11751897
0.03968250	-0.00483933	-0.07352348	-0.03245707
-0.28409100	0.08195310	-0.11228570	-0.41245145
0.85070000	0.82268700	0.23728311	0.64441115
0.26616300	-0.27777800	0.51832819	-0.17082259
0.43721000	-0.41618300	0.09081962	0.50162297
0.23015900	-0.09523810	-0.22269323	-0.66448730
0.07142860	-0.75977500	0.03372005	-0.02456926
-0.04313320	0.62830700	-0.02503270	0.65340233
-0.35714300	-0.28552100	-0.06370931	0.08248860
-0.20634900	0.50000000	-0.04546162	0.21510170
0.14285700	0.27584200	-0.04881104	0.59288359
0.13842700	0.88126200	0.09525655	0.61442512
0.47425500	-0.47619000	-0.18461406	-0.26584843
0.14285700	0.01587300	0.65381306	0.05794624
0.00251686	0.22967400	0.25699931	-0.40106747
0.33871300	-0.40476200	0.56630331	-0.19908190
-0.20428300	-0.27777800	-0.05552982	0.37485978
-0.03968250	0.18254000	0.03263298	0.02020266
0.35863700	0.86140100	0.15728849	0.38268176
0.85362100	0.47619000	0.05443925	0.62719381
0.67719100	0.00862664	-0.19519787	-0.63192350
-0.37399900	0.83830300	0.15639834	0.71222156
0.30552000	0.35292900	0.00292306	0.00489964
0.03827900	0.05555560	-0.03535382	-0.15691541
0.08226870	0.13802600	0.30026990	-0.03614159
-0.15873000	-0.36295000	-0.17150691	0.06898757
0.44938500	-0.59772900	0.06261145	-0.55375201
0.15969800	-0.82187700	-0.14301294	-0.35009447
-0.01984130	0.01587300	-0.19853559	-0.65763873
-0.17460300	0.50042100	0.02379717	0.59853929
0.47774000	0.46031700	0.09328888	0.58822852
0.66298900	0.00000000	-0.01989373	0.18234368
0.00431332	-0.63492100	0.57806188	-0.06578621
-0.11904800	-0.17460300	-0.26726097	-0.71144420
-0.11061900	-0.05267590	0.17648162	0.16700266
0.27395900	0.70433300	0.30881733	-0.09750158
-0.00864229	-0.09194730	0.03166160	-0.94231379
0.18148800	0.82299800	0.13182272	0.68350792
0.05807200	-0.82539700	0.23674607	-0.53151006
-0.22222200	0.55555600	0.12701261	0.61549163
0.07332640	-0.06197710	-0.00573312	0.26485598
-0.35819600	-0.57936500	0.03086198	0.02781354
0.01913950	-0.16935600	0.73257345	0.19534406
0.25648500	0.40166500	0.77437985	0.12500703
0.17253300	0.56349200	0.73222411	0.35294393
-0.12099200	-0.08730160	-0.08571315	-0.68716216
0.88888900	-0.15802800	-0.00001942	0.61360878
-0.07883950	0.22744900	0.05109041	0.46599931
0.18100800	-0.13947000	0.17046243	-0.30862057
0.07763980	-0.17460300	-0.05435411	-0.18781865
0.16453700	-0.74323700	0.28435773	-0.45839182
0.06349210	-0.61630800	0.11770497	0.60670787
-0.35221200	0.87108000	0.05901892	0.57108623
0.08710800	-0.50813000	-0.04860808	0.29172316
0.04355400	0.40346700	0.36526075	-0.45800862
-0.03387530	-0.15276000	0.54438990	-0.29551539
0.21605700	0.15096600	0.46999311	-0.33787835
0.29365100	-0.70585800	0.00336596	-0.78952497
-0.09481670	0.02380950	0.64295024	0.02958607
-0.34606900	-0.40033700	-0.16199207	-0.43534869
0.73243500	-0.80158700	-0.06483067	0.20488271
0.00793651	-0.29365100	0.14313282	-0.20306623
-0.10629300	-0.30971700	-0.04168355	-0.27762499
-0.02156660	-0.07763980	0.12926301	-0.57667351
-0.09523810	-0.40650400	-0.00033832	0.06495672
0.18756700	-0.12584300	0.46501148	-0.40942806
0.02156660	0.68902200	0.05434321	0.53320211
0.47619000	-0.43833400	0.62444854	-0.47311309
0.73809500	0.65079400	0.10971949	0.69832528
-0.19841300	-0.10646500	0.31023893	-0.29425448
0.00000000	-0.11061900	0.77141535	0.05199870
0.24616600	0.00000000	0.47228476	-0.14838007
-0.00862664	0.43004000	0.01826148	-0.23250592
0.54779200	0.70634900	0.06925607	0.57603735
0.79190300	-0.34127000	-0.03373840	-0.19378784
